VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,store_and_fwd_flag,payment_type,fare_amount,tip_amount,extra,total_amount
1,2024-01-08 08:51:00,2024-01-08 09:09:00,1,2.219,127,173,N,CSH,7.05,0.0,0.0,7.05
2,2024-01-08 12:17:00,2024-01-08 12:20:00,1,2.685,145,13,N,CSH,10.01,2.86,0.0,12.87
1,2024-01-01 10:30:00,2024-01-01 10:36:00,1,6.059,54,197,N,CRD,18.2,2.26,0.0,20.46
2,2024-01-21 17:25:00,2024-01-21 17:29:00,1,1.242,230,77,N,CRD,5.81,1.15,0.0,6.96
2,2024-01-03 22:51:00,2024-01-03 23:21:00,1,6.962,190,233,N,CRD,20.0,2.82,0.0,22.82
1,2024-01-27 05:56:00,2024-01-27 06:00:00,1,2.614,154,153,N,CRD,10.72,0.0,0.5,11.22
1,2024-01-15 01:10:00,2024-01-15 01:17:00,1,0.932,237,32,N,CRD,5.91,0.0,0.5,6.41
1,2024-01-23 06:22:00,2024-01-23 06:25:00,1,1.247,200,4,N,CRD,6.99,0.57,0.0,7.56
1,2024-01-11 12:42:00,2024-01-11 12:53:00,2,12.605,97,141,N,CRD,34.5,0.0,0.0,34.5
2,2024-01-05 02:12:00,2024-01-05 03:12:00,1,2.158,256,115,N,CRD,9.04,1.12,0.0,10.16
1,2024-01-06 14:10:00,2024-01-06 14:16:00,1,2.177,196,74,N,CRD,8.39,0.2,0.0,8.59
2,2024-01-21 00:32:00,2024-01-21 01:28:00,1,3.636,62,92,N,CRD,11.45,0.66,0.0,12.11
2,2024-01-23 04:46:00,2024-01-23 04:59:00,1,1.346,5,105,N,CRD,6.65,1.17,0.0,7.82
1,2024-01-09 07:02:00,2024-01-09 07:08:00,1,2.48,192,163,N,CSH,8.44,0.6,0.0,9.04
2,2024-01-12 01:41:00,2024-01-12 01:58:00,1,0.374,113,215,N,CRD,4.62,0.06,0.0,4.68
1,2024-01-30 07:07:00,2024-01-30 07:09:00,1,0.368,178,116,N,CSH,2.5,0.0,0.0,2.5
2,2024-01-27 09:47:00,2024-01-27 10:06:00,1,0.269,158,113,N,CRD,2.93,0.0,0.0,2.93
1,2024-01-13 19:18:00,2024-01-13 19:29:00,1,3.341,232,249,N,UNK,10.18,0.43,0.0,10.61
2,2024-01-08 11:17:00,2024-01-08 11:25:00,2,7.093,86,193,N,CRD,22.57,5.02,0.0,27.59
2,2024-01-10 08:12:00,2024-01-10 08:28:00,4,12.472,62,135,N,CRD,33.03,0.0,0.0,33.03
1,2024-01-17 16:33:00,2024-01-17 16:39:00,2,4.353,97,262,N,CSH,13.33,0.39,0.0,13.72
2,2024-01-18 13:41:00,2024-01-18 13:57:00,1,5.452,139,173,N,CRD,15.13,3.24,0.0,18.37
2,2024-01-06 16:59:00,2024-01-06 17:25:00,1,2.192,135,111,N,CRD,9.7,0.86,0.0,10.56
1,2024-01-03 00:58:00,2024-01-03 01:02:00,2,3.137,109,2,N,CRD,9.54,0.0,0.0,9.54
1,2024-01-16 08:30:00,2024-01-16 08:37:00,1,3.779,220,240,N,CRD,13.46,0.61,0.0,14.07
2,2024-01-25 17:18:00,2024-01-25 17:37:00,1,1.143,188,195,N,CSH,4.36,0.17,0.0,4.53
2,2024-01-05 17:26:00,2024-01-05 17:29:00,2,2.31,227,216,N,CRD,7.31,0.5,0.0,7.81
1,2024-01-13 15:48:00,2024-01-13 15:53:00,1,1.07,222,177,N,CSH,6.01,2.05,0.0,8.06
2,2024-01-06 00:12:00,2024-01-06 00:19:00,1,2.8,81,262,N,CSH,8.5,1.63,0.5,10.63
1,2024-01-08 12:08:00,2024-01-08 12:13:00,2,1.169,8,194,N,CRD,5.86,0.99,0.0,6.85
2,2024-01-19 23:29:00,2024-01-19 23:38:00,5,8.127,150,259,N,CRD,22.06,0.0,0.5,22.56
1,2024-01-09 20:55:00,2024-01-09 21:13:00,4,3.243,189,70,N,CRD,12.77,1.62,0.0,14.39
2,2024-01-09 04:15:00,2024-01-09 04:35:00,5,2.918,258,73,N,CRD,11.61,0.0,0.0,11.61
1,2024-01-31 20:46:00,2024-01-31 21:26:00,1,1.972,128,136,N,CRD,8.7,0.8,1.0,10.5
1,2024-01-06 08:14:00,2024-01-06 08:21:00,1,3.247,203,5,N,CRD,12.96,0.0,0.0,12.96
1,2024-01-06 20:49:00,2024-01-06 20:54:00,1,2.754,203,27,N,UNK,8.77,2.29,0.5,11.56
1,2024-01-29 19:44:00,2024-01-29 19:48:00,1,4.301,22,120,N,CRD,14.04,0.0,0.5,14.54
1,2024-01-18 01:21:00,2024-01-18 01:28:00,2,3.116,126,179,N,CRD,9.35,0.94,0.0,10.29
2,2024-01-02 07:59:00,2024-01-02 08:07:00,1,3.024,37,38,N,CRD,10.94,0.0,0.0,10.94
2,2024-01-14 04:10:00,2024-01-14 04:36:00,1,1.384,237,115,Y,CRD,6.31,0.0,0.0,6.31
1,2024-01-18 12:28:00,2024-01-18 12:36:00,4,2.018,176,167,N,CSH,6.54,0.19,0.0,6.73
2,2024-01-08 20:22:00,2024-01-08 20:25:00,1,1.47,138,127,N,CRD,6.13,0.0,0.0,6.13
1,2024-01-17 23:54:00,2024-01-17 23:59:00,1,2.965,7,135,N,CRD,10.02,1.58,0.0,11.6
1,2024-01-21 02:29:00,2024-01-21 02:31:00,4,3.214,123,32,N,CRD,10.61,0.69,1.0,12.3
2,2024-01-08 18:27:00,2024-01-08 18:45:00,1,2.007,138,70,N,CSH,9.32,2.01,0.0,11.33
2,2024-01-26 04:25:00,2024-01-26 04:30:00,3,0.493,101,52,N,CRD,2.73,0.0,0.0,2.73
1,2024-01-15 00:51:00,2024-01-15 00:53:00,1,8.065,166,249,N,CSH,21.99,0.69,0.0,22.68
2,2024-01-30 20:48:00,2024-01-30 20:52:00,1,3.487,84,39,N,CRD,10.22,0.66,1.0,11.88
1,2024-01-03 17:16:00,2024-01-03 17:27:00,1,7.453,46,74,N,CSH,21.81,1.29,0.5,23.6
1,2024-01-11 01:13:00,2024-01-11 01:20:00,1,1.11,238,58,N,CSH,6.1,0.0,0.5,6.6
1,2024-01-23 08:37:00,2024-01-23 08:50:00,1,3.957,263,103,N,CRD,13.28,3.0,0.0,16.28
1,2024-01-28 17:49:00,2024-01-28 17:57:00,2,0.577,211,22,N,CSH,3.91,0.0,0.0,3.91
1,2024-01-07 20:56:00,2024-01-07 21:03:00,1,1.013,244,97,N,CRD,4.3,0.02,0.0,4.32
2,2024-01-31 09:18:00,2024-01-31 09:29:00,1,2.669,127,248,N,CRD,8.17,2.83,0.0,11.0
1,2024-01-06 23:52:00,2024-01-07 00:12:00,1,3.389,133,94,N,CRD,11.54,0.24,0.0,11.78
1,2024-01-13 21:35:00,2024-01-13 21:38:00,2,0.919,48,19,N,CSH,3.97,0.6,0.0,4.57
1,2024-01-10 18:16:00,2024-01-10 18:22:00,1,6.462,219,11,N,CRD,17.66,1.74,0.0,19.4
2,2024-01-14 03:41:00,2024-01-14 03:45:00,1,1.982,225,236,N,CRD,8.49,0.0,0.0,8.49
2,2024-01-28 23:21:00,2024-01-28 23:45:00,5,2.998,175,121,N,CRD,9.63,1.44,0.0,11.07
2,2024-01-23 17:01:00,2024-01-23 17:08:00,5,0.5,69,86,N,CRD,3.92,0.51,0.0,4.43
1,2024-01-25 16:34:00,2024-01-25 16:46:00,1,4.067,91,220,N,CRD,11.67,2.38,0.0,14.05
2,2024-01-08 20:58:00,2024-01-08 21:04:00,1,0.44,190,256,N,CRD,3.56,0.0,0.0,3.56
1,2024-01-30 08:29:00,2024-01-30 08:33:00,1,2.034,57,116,N,CRD,7.35,0.0,0.0,7.35
2,2024-01-14 12:02:00,2024-01-14 12:06:00,1,0.253,206,103,N,CRD,4.99,0.0,0.0,4.99
2,2024-01-21 05:03:00,2024-01-21 05:13:00,4,3.183,18,228,N,CRD,10.21,1.0,0.0,11.21
2,2024-01-22 15:06:00,2024-01-22 15:11:00,1,5.026,19,254,N,CRD,14.06,1.09,0.0,15.15
1,2024-01-21 13:12:00,2024-01-21 13:22:00,1,5.792,174,235,N,CRD,16.74,3.88,0.0,20.62
2,2024-01-19 15:44:00,2024-01-19 15:59:00,1,3.494,216,36,N,CRD,11.24,0.0,0.0,11.24
2,2024-01-15 21:08:00,2024-01-15 21:16:00,1,3.254,166,165,N,CRD,11.95,0.58,0.0,12.53
2,2024-01-21 01:50:00,2024-01-21 01:55:00,1,0.916,31,137,N,CRD,4.74,0.0,0.0,4.74
2,2024-01-29 01:27:00,2024-01-29 01:38:00,1,2.576,220,116,N,CRD,8.5,0.5,0.0,9.0
2,2024-01-13 01:59:00,2024-01-13 02:04:00,5,0.559,232,254,N,CRD,3.75,0.03,0.0,3.78
2,2024-01-16 20:05:00,2024-01-16 20:24:00,1,2.525,133,157,N,CRD,11.76,0.91,1.0,13.67
2,2024-01-06 13:58:00,2024-01-06 14:02:00,2,4.117,53,243,N,CRD,13.32,1.12,0.0,14.44
1,2024-01-12 00:09:00,2024-01-12 00:21:00,1,1.379,132,123,N,CSH,5.65,0.61,1.0,7.26
2,2024-01-24 22:24:00,2024-01-24 22:41:00,3,6.151,226,212,N,CSH,18.93,0.0,0.0,18.93
2,2024-01-20 20:26:00,2024-01-20 21:39:00,1,3.894,205,140,N,CRD,11.24,0.0,0.0,11.24
1,2024-01-07 13:05:00,2024-01-07 13:14:00,1,2.437,17,11,N,CRD,7.8,0.24,0.0,8.04
1,2024-01-17 22:19:00,2024-01-17 22:44:00,1,4.442,60,183,N,CRD,13.03,1.73,0.5,15.26
1,2024-01-26 04:05:00,2024-01-26 04:11:00,2,0.645,248,256,N,CRD,3.11,0.78,0.5,4.39
2,2024-01-04 20:16:00,2024-01-04 20:18:00,1,2.506,241,126,N,CRD,9.8,2.63,0.0,12.43
1,2024-01-02 22:05:00,2024-01-02 22:07:00,2,1.236,112,134,N,CRD,4.75,0.26,0.0,5.01
2,2024-01-13 04:11:00,2024-01-13 04:20:00,1,3.439,54,224,N,CSH,11.23,1.35,0.0,12.58
1,2024-01-21 08:28:00,2024-01-21 08:38:00,2,2.751,117,260,N,CSH,8.77,2.02,0.0,10.79
2,2024-01-10 17:06:00,2024-01-10 17:14:00,5,0.868,224,257,N,CRD,5.01,0.0,0.0,5.01
2,2024-01-26 10:50:00,2024-01-26 10:55:00,1,0.752,115,247,N,CRD,6.4,0.29,0.5,7.19
2,2024-01-27 06:02:00,2024-01-27 06:14:00,2,4.251,199,177,N,CSH,12.75,2.96,0.5,16.21
2,2024-01-17 12:11:00,2024-01-17 12:14:00,1,11.909,213,31,N,CRD,31.76,2.01,0.0,33.77
1,2024-01-12 17:51:00,2024-01-12 18:19:00,1,4.342,39,231,N,CRD,12.35,2.38,1.0,15.73
1,2024-01-02 07:02:00,2024-01-02 07:06:00,1,6.083,216,35,N,CRD,17.4,5.65,0.0,23.05
1,2024-01-26 11:14:00,2024-01-26 11:43:00,1,1.709,191,47,N,CRD,5.77,0.0,0.0,5.77
1,2024-01-28 18:05:00,2024-01-28 18:20:00,2,0.213,44,232,N,CSH,4.58,0.36,0.0,4.94
2,2024-01-14 17:08:00,2024-01-14 17:18:00,1,3.821,19,95,N,CRD,11.35,2.26,0.0,13.61
2,2024-01-17 00:15:00,2024-01-17 00:17:00,1,8.508,96,74,N,CSH,22.77,0.0,0.5,23.27
1,2024-01-24 08:36:00,2024-01-24 08:51:00,1,0.631,161,185,N,CRD,3.87,0.24,1.0,5.11
2,2024-01-22 13:21:00,2024-01-22 13:35:00,2,0.568,219,217,N,CRD,4.6,0.61,0.0,5.21
2,2024-01-05 04:38:00,2024-01-05 04:40:00,6,0.274,119,80,N,CRD,2.91,0.62,0.0,3.53
1,2024-01-21 20:12:00,2024-01-21 20:47:00,3,4.177,92,224,N,CRD,14.13,0.0,0.0,14.13
2,2024-01-29 15:56:00,2024-01-29 16:04:00,2,10.888,216,139,N,CRD,29.23,0.42,0.0,29.65
1,2024-01-24 06:30:00,2024-01-24 06:32:00,4,2.202,25,73,N,CRD,7.15,0.0,0.5,7.65
1,2024-01-15 21:32:00,2024-01-15 21:43:00,2,4.524,238,247,Y,CRD,13.74,1.32,0.0,15.06
1,2024-01-17 05:13:00,2024-01-17 05:27:00,1,3.076,72,180,N,CSH,10.01,0.0,0.0,10.01
1,2024-01-09 01:17:00,2024-01-09 01:41:00,1,4.178,98,1,N,CSH,13.93,1.05,0.0,14.98
2,2024-01-21 11:36:00,2024-01-21 11:55:00,5,2.561,206,12,N,CRD,9.77,0.0,0.0,9.77
2,2024-01-08 11:40:00,2024-01-08 11:54:00,1,2.352,248,235,N,CRD,7.87,1.46,0.5,9.83
1,2024-01-11 14:20:00,2024-01-11 14:26:00,1,1.55,148,98,N,CRD,5.38,0.0,0.5,5.88
1,2024-01-09 05:13:00,2024-01-09 05:15:00,2,0.933,223,53,N,CRD,5.46,1.07,0.0,6.53
2,2024-01-11 09:28:00,2024-01-11 09:33:00,1,4.116,69,82,N,CRD,11.79,0.0,0.0,11.79
1,2024-01-12 08:50:00,2024-01-12 08:57:00,3,0.42,206,248,N,CRD,3.43,0.78,1.0,5.21
1,2024-01-03 13:44:00,2024-01-03 13:51:00,3,9.499,104,8,N,CSH,26.78,2.13,0.0,28.91
1,2024-01-23 05:50:00,2024-01-23 06:05:00,1,0.686,32,94,N,CRD,6.17,0.04,0.0,6.21
1,2024-01-14 16:05:00,2024-01-14 16:54:00,3,3.993,50,172,N,CRD,14.83,0.79,0.5,16.12
1,2024-01-30 10:30:00,2024-01-30 10:35:00,1,0.951,120,258,N,CRD,5.32,0.87,1.0,7.19
2,2024-01-06 14:34:00,2024-01-06 15:59:00,5,1.029,241,56,N,CRD,4.07,0.14,0.0,4.21
1,2024-01-21 17:45:00,2024-01-21 18:12:00,1,6.292,212,167,N,CRD,17.23,5.8,0.0,23.03
1,2024-01-06 13:18:00,2024-01-06 13:21:00,1,3.269,40,234,N,CRD,10.5,1.67,0.0,12.17
2,2024-01-17 23:05:00,2024-01-17 23:31:00,1,22.72,113,181,N,CSH,58.92,14.68,0.0,73.6
1,2024-01-16 05:12:00,2024-01-16 05:18:00,2,0.776,249,25,N,CRD,4.56,0.06,0.0,4.62
2,2024-01-14 21:45:00,2024-01-14 22:01:00,2,4.661,225,255,N,CRD,14.29,1.99,1.0,17.28
1,2024-01-21 07:06:00,2024-01-21 07:19:00,1,1.406,176,167,N,CRD,5.01,0.0,1.0,6.01
1,2024-01-26 16:10:00,2024-01-26 16:39:00,2,0.782,238,168,N,CRD,5.1,0.49,0.0,5.59
1,2024-01-10 19:38:00,2024-01-10 19:58:00,2,0.332,61,190,N,CRD,2.5,0.48,0.0,2.98
2,2024-01-27 08:08:00,2024-01-27 08:18:00,3,1.574,161,35,N,UNK,6.6,1.8,0.0,8.4
1,2024-01-06 17:31:00,2024-01-06 17:39:00,1,0.35,152,54,N,DIS,5.32,0.0,0.0,5.32
1,2024-01-10 02:01:00,2024-01-10 02:07:00,6,1.739,10,62,N,CRD,5.85,0.91,0.0,6.76
2,2024-01-10 15:08:00,2024-01-10 15:17:00,4,1.449,69,245,N,CRD,6.28,0.44,1.0,7.72
2,2024-01-30 13:20:00,2024-01-30 13:34:00,4,7.378,123,54,N,CRD,20.52,4.69,0.0,25.21
2,2024-01-04 16:13:00,2024-01-04 16:17:00,1,5.341,143,21,N,NoCharge,14.85,0.52,0.0,15.37
1,2024-01-13 05:57:00,2024-01-13 06:00:00,5,2.887,68,160,N,CSH,9.85,0.0,0.0,9.85
1,2024-01-14 03:46:00,2024-01-14 03:56:00,1,6.757,246,145,N,NoCharge,18.57,0.0,0.5,19.07
2,2024-01-25 19:15:00,2024-01-25 19:47:00,1,2.174,139,38,N,CRD,8.77,0.09,0.0,8.86
2,2024-01-16 01:30:00,2024-01-16 01:37:00,1,0.443,34,134,N,CSH,4.29,0.06,0.0,4.35
2,2024-01-30 23:18:00,2024-01-30 23:27:00,4,2.427,132,98,N,CSH,10.36,3.14,0.0,13.5
2,2024-01-23 22:47:00,2024-01-23 22:50:00,5,4.31,100,237,N,CSH,14.1,0.21,0.0,14.31
2,2024-01-22 19:31:00,2024-01-22 19:37:00,1,0.744,208,60,N,CRD,5.06,0.96,0.0,6.02
2,2024-01-24 08:10:00,2024-01-24 08:28:00,2,0.385,7,181,N,CSH,2.5,0.05,0.0,2.55
2,2024-01-06 00:11:00,2024-01-06 00:42:00,1,0.982,13,6,N,CRD,5.91,0.0,0.5,6.41
2,2024-01-14 22:05:00,2024-01-14 22:14:00,1,5.826,40,26,N,CRD,17.88,0.0,0.0,17.88
2,2024-01-19 04:05:00,2024-01-19 04:07:00,2,7.08,4,104,N,CSH,19.43,2.6,0.0,22.03
2,2024-01-07 11:06:00,2024-01-07 11:10:00,1,0.366,46,116,N,CSH,5.29,0.1,0.0,5.39
1,2024-01-04 16:22:00,2024-01-04 16:24:00,2,0.495,201,161,N,CRD,4.71,0.0,0.0,4.71
1,2024-01-05 05:00:00,2024-01-05 05:11:00,1,2.783,218,52,N,CRD,9.69,0.0,0.0,9.69
2,2024-01-25 11:07:00,2024-01-25 11:49:00,1,3.931,239,118,N,CRD,13.12,1.11,0.0,14.23
1,2024-01-21 08:43:00,2024-01-21 08:50:00,2,1.661,166,101,N,CRD,7.15,1.64,0.0,8.79
2,2024-01-09 17:17:00,2024-01-09 17:30:00,1,1.616,60,211,N,CRD,6.74,0.87,0.0,7.61
2,2024-01-23 20:28:00,2024-01-23 20:30:00,3,3.277,253,217,N,CSH,10.5,1.06,0.0,11.56
2,2024-01-22 13:14:00,2024-01-22 13:21:00,2,2.42,91,217,N,CSH,9.84,1.49,0.0,11.33
2,2024-01-26 07:28:00,2024-01-26 07:37:00,1,2.607,236,155,Y,CRD,8.02,0.66,0.0,8.68
2,2024-01-29 05:06:00,2024-01-29 05:13:00,2,0.378,202,36,N,CRD,3.66,0.0,0.0,3.66
1,2024-01-28 08:22:00,2024-01-28 08:24:00,1,1.953,191,63,N,CSH,8.92,1.26,0.0,10.18
2,2024-01-06 14:40:00,2024-01-06 14:56:00,2,0.42,134,196,N,CRD,3.68,0.0,0.0,3.68
2,2024-01-24 20:19:00,2024-01-24 20:59:00,1,1.426,73,206,N,CSH,6.88,1.4,0.0,8.28
1,2024-01-13 04:17:00,2024-01-13 04:30:00,1,1.318,161,214,N,CRD,5.8,0.19,0.0,5.99
1,2024-01-13 11:55:00,2024-01-13 12:05:00,1,1.755,41,28,N,CRD,5.89,0.59,0.5,6.98
1,2024-01-21 01:27:00,2024-01-21 01:32:00,4,0.49,8,123,Y,CSH,4.67,1.33,0.5,6.5
1,2024-01-19 16:01:00,2024-01-19 16:20:00,1,4.133,220,179,N,CSH,14.35,0.23,0.0,14.58
2,2024-01-14 00:13:00,2024-01-14 00:26:00,6,0.719,230,68,N,CRD,3.73,0.45,0.0,4.18
2,2024-01-31 23:37:00,2024-01-31 23:59:00,1,7.751,218,194,N,CRD,22.45,0.23,0.0,22.68
2,2024-01-06 10:03:00,2024-01-06 10:23:00,1,3.324,42,230,N,CRD,11.11,0.0,0.0,11.11
2,2024-01-04 00:06:00,2024-01-04 00:25:00,2,4.747,4,30,N,CRD,13.99,0.0,0.0,13.99
2,2024-01-01 21:37:00,2024-01-01 21:41:00,2,1.05,194,105,N,CRD,6.31,0.72,0.0,7.03
1,2024-01-26 05:47:00,2024-01-26 06:15:00,1,2.969,188,99,N,CRD,9.68,1.24,0.0,10.92
2,2024-01-13 14:30:00,2024-01-13 14:37:00,1,4.994,18,57,N,CSH,13.98,0.0,0.0,13.98
2,2024-01-14 13:22:00,2024-01-14 13:27:00,3,1.477,95,234,N,CSH,5.82,0.0,0.0,5.82
1,2024-01-21 03:00:00,2024-01-21 03:27:00,3,4.533,262,172,N,CRD,13.67,0.34,0.0,14.01
1,2024-01-14 11:56:00,2024-01-14 12:02:00,2,3.78,18,194,N,DIS,11.26,0.0,0.0,11.26
2,2024-01-18 19:02:00,2024-01-18 19:09:00,2,6.381,238,33,N,CRD,17.89,5.32,0.0,23.21
1,2024-01-02 19:29:00,2024-01-02 19:49:00,1,0.771,90,215,N,CSH,3.43,0.54,0.0,3.97
2,2024-01-05 20:14:00,2024-01-05 20:17:00,1,0.631,235,169,N,NoCharge,3.76,0.19,0.0,3.95
1,2024-01-29 21:26:00,2024-01-29 21:51:00,2,5.99,78,199,N,CRD,17.65,8.34,0.0,25.99
2,2024-01-14 23:18:00,2024-01-14 23:22:00,1,1.234,8,67,N,CRD,4.65,0.0,0.0,4.65
2,2024-01-06 04:32:00,2024-01-06 04:49:00,2,1.697,142,73,N,CRD,5.74,0.57,0.0,6.31
1,2024-01-12 10:53:00,2024-01-12 11:04:00,1,3.771,67,31,N,CRD,10.93,0.0,0.0,10.93
1,2024-01-11 09:04:00,2024-01-11 09:08:00,3,0.596,123,67,N,CRD,3.83,0.09,0.5,4.42
2,2024-01-09 12:00:00,2024-01-09 12:11:00,1,2.329,260,134,N,CRD,7.78,0.0,0.0,7.78
2,2024-01-10 02:26:00,2024-01-10 02:38:00,2,1.217,197,105,N,CRD,4.54,1.18,0.0,5.72
1,2024-01-23 14:34:00,2024-01-23 14:51:00,1,0.715,166,24,N,CRD,3.29,1.05,0.0,4.34
1,2024-01-04 07:26:00,2024-01-04 08:05:00,4,9.019,259,42,N,CRD,24.93,2.45,0.5,27.88
2,2024-01-10 14:22:00,2024-01-10 14:38:00,2,0.434,37,47,N,CRD,3.17,0.66,0.5,4.33
2,2024-01-15 12:09:00,2024-01-15 12:12:00,1,2.1,123,98,N,DIS,7.63,2.57,0.0,10.2
2,2024-01-17 17:51:00,2024-01-17 18:01:00,1,3.967,147,233,N,CRD,13.96,0.3,0.0,14.26
2,2024-01-28 07:05:00,2024-01-28 07:10:00,2,0.925,216,259,N,CSH,5.04,0.0,0.0,5.04
2,2024-01-29 14:52:00,2024-01-29 15:19:00,1,1.844,245,224,N,CSH,6.11,0.45,0.5,7.06
1,2024-01-10 05:16:00,2024-01-10 05:21:00,2,4.653,176,210,N,CRD,13.46,0.34,0.5,14.3
1,2024-01-17 17:13:00,2024-01-17 17:36:00,2,6.139,244,18,N,CRD,18.16,4.21,0.0,22.37
2,2024-01-01 16:37:00,2024-01-01 16:43:00,2,2.887,142,162,N,CRD,9.01,0.0,0.0,9.01
1,2024-01-20 03:03:00,2024-01-20 03:08:00,1,3.209,56,262,N,NoCharge,9.52,1.87,0.0,11.39
1,2024-01-05 17:45:00,2024-01-05 18:02:00,1,4.946,121,125,N,CRD,15.74,2.98,0.0,18.72
2,2024-01-03 06:29:00,2024-01-03 06:49:00,1,3.295,109,232,N,CRD,10.28,0.89,0.0,11.17
2,2024-01-21 19:45:00,2024-01-21 19:51:00,1,0.479,162,154,N,CRD,2.79,0.44,1.0,4.23
2,2024-01-06 12:31:00,2024-01-06 12:42:00,2,0.504,80,135,N,CRD,2.87,0.0,0.0,2.87
2,2024-01-15 19:10:00,2024-01-15 19:15:00,1,1.595,72,114,N,CSH,8.14,0.0,0.0,8.14
1,2024-01-04 03:06:00,2024-01-04 03:27:00,1,3.284,15,13,N,CSH,9.71,0.72,0.0,10.43
2,2024-01-24 02:46:00,2024-01-24 02:59:00,1,0.465,204,219,N,CSH,3.43,0.16,0.0,3.59
2,2024-01-24 17:01:00,2024-01-24 17:08:00,1,0.837,248,144,N,CRD,4.41,0.0,0.0,4.41
1,2024-01-18 19:39:00,2024-01-18 20:00:00,3,2.448,54,40,N,CRD,9.27,1.65,0.0,10.92
2,2024-01-26 21:55:00,2024-01-26 22:17:00,1,1.909,180,84,N,CRD,6.43,1.92,0.0,8.35
1,2024-01-14 12:58:00,2024-01-14 13:01:00,1,3.654,256,121,N,CRD,10.76,2.61,0.0,13.37
1,2024-01-06 18:43:00,2024-01-06 18:55:00,1,2.568,192,143,N,CSH,9.69,0.0,0.0,9.69
2,2024-01-05 16:35:00,2024-01-05 16:47:00,1,1.499,134,37,N,CRD,8.69,1.71,0.0,10.4
2,2024-01-07 19:08:00,2024-01-07 19:13:00,2,4.225,32,255,N,CRD,12.46,1.32,0.0,13.78
1,2024-01-07 05:01:00,2024-01-07 05:15:00,3,2.89,15,112,N,CRD,9.06,1.36,0.0,10.42
2,2024-01-11 00:27:00,2024-01-11 00:33:00,2,1.158,81,144,N,CRD,7.85,1.91,0.0,9.76
2,2024-01-07 15:28:00,2024-01-07 15:51:00,6,3.188,147,87,N,NoCharge,10.08,0.0,0.5,10.58
2,2024-01-19 07:45:00,2024-01-19 08:01:00,1,1.851,144,76,N,CSH,6.77,0.0,0.0,6.77
1,2024-01-05 14:22:00,2024-01-05 14:48:00,1,1.382,72,113,N,CSH,6.14,0.02,0.5,6.66
2,2024-01-20 06:36:00,2024-01-20 06:49:00,1,3.763,103,217,N,CSH,12.31,0.18,1.0,13.49
1,2024-01-11 08:34:00,2024-01-11 08:56:00,2,2.767,231,89,N,CRD,9.66,0.45,0.0,10.11
2,2024-01-22 06:56:00,2024-01-22 06:59:00,1,1.048,248,132,N,CRD,6.08,0.64,0.0,6.72
2,2024-01-16 21:36:00,2024-01-16 21:41:00,1,0.827,55,206,N,CRD,3.57,0.98,0.0,4.55
2,2024-01-29 01:27:00,2024-01-29 01:35:00,1,1.245,204,225,N,CRD,5.38,0.0,0.0,5.38
1,2024-01-14 15:16:00,2024-01-14 15:18:00,4,3.827,173,257,N,CSH,13.15,0.0,0.0,13.15
1,2024-01-10 03:30:00,2024-01-10 04:14:00,1,0.637,101,258,N,CRD,3.09,0.97,0.0,4.06
1,2024-01-19 06:18:00,2024-01-19 06:30:00,1,1.95,237,22,N,CRD,6.38,0.26,0.0,6.64
1,2024-01-21 10:07:00,2024-01-21 10:32:00,1,2.763,212,232,N,CSH,10.11,2.83,0.0,12.94
1,2024-01-14 14:47:00,2024-01-14 14:50:00,1,1.746,180,47,N,CRD,6.95,0.0,0.0,6.95
1,2024-01-18 08:26:00,2024-01-18 08:33:00,2,0.33,167,62,N,CSH,2.68,0.14,0.5,3.32
2,2024-01-15 14:19:00,2024-01-15 14:46:00,2,1.472,168,250,N,CRD,6.49,0.0,0.0,6.49
2,2024-01-10 11:32:00,2024-01-10 11:38:00,3,2.052,247,48,N,CSH,8.07,2.73,0.0,10.8
2,2024-01-10 17:17:00,2024-01-10 17:20:00,3,4.251,93,167,N,CRD,12.24,3.17,0.0,15.41
1,2024-01-29 03:07:00,2024-01-29 03:20:00,1,0.725,115,234,N,CRD,4.24,1.26,0.0,5.5
2,2024-01-21 22:26:00,2024-01-21 22:35:00,3,0.421,254,259,N,CRD,2.55,0.13,0.0,2.68
1,2024-01-03 23:02:00,2024-01-03 23:06:00,2,0.883,172,204,N,CRD,5.86,0.07,0.0,5.93
2,2024-01-30 19:47:00,2024-01-30 20:09:00,3,2.366,224,147,N,CSH,7.41,0.46,0.0,7.87
2,2024-01-23 01:43:00,2024-01-23 01:58:00,1,1.704,243,25,N,CRD,6.63,1.98,0.0,8.61
1,2024-01-02 13:19:00,2024-01-02 14:10:00,1,7.3,166,189,Y,CRD,21.54,4.39,0.0,25.93
1,2024-01-23 13:32:00,2024-01-23 13:37:00,2,0.901,234,77,N,CRD,6.75,0.63,0.0,7.38
2,2024-01-19 06:40:00,2024-01-19 07:00:00,5,3.034,248,76,N,CRD,9.89,0.0,0.0,9.89
1,2024-01-29 09:00:00,2024-01-29 09:24:00,4,0.704,180,219,Y,CSH,7.01,0.28,0.0,7.29
1,2024-01-16 04:05:00,2024-01-16 04:27:00,1,0.628,40,115,N,CSH,3.07,0.0,0.0,3.07
2,2024-01-17 01:49:00,2024-01-17 02:01:00,1,2.161,244,235,N,NoCharge,8.49,3.33,0.0,11.82
